date,n,auc,auc_lo,auc_hi,calib_err
2022-09-26,150,0.4570839580209895,,,0.1833333333333333
2022-09-29,150,0.4579065002793816,,,0.18333333333333335
2022-10-07,150,0.4585185185185185,,,0.18333333333333335
2022-10-10,150,0.46097969826783386,,,0.19666666666666666
2022-10-14,150,0.46694444444444444,,,0.18999999999999995
2022-11-02,150,0.46694444444444444,,,0.18999999999999995
2022-11-03,150,0.46694444444444444,,,0.18999999999999995
2022-11-09,150,0.4728310922821882,,,0.1833333333333333
2022-11-30,150,0.46694444444444444,,,0.18999999999999995
2022-12-01,150,0.46694444444444444,,,0.18999999999999995
2022-12-05,150,0.4645422729784491,,,0.1766666666666667
2022-12-15,150,0.4645422729784491,,,0.1766666666666667
2022-12-16,150,0.4645422729784491,,,0.1766666666666667
2022-12-19,150,0.4645422729784491,,,0.1766666666666667
2022-12-22,150,0.4704912023460411,,,0.17000000000000004
2022-12-27,150,0.4704912023460411,,,0.17000000000000004
2023-01-03,150,0.4706257982120051,,,0.16999999999999998
2023-01-05,150,0.47296554252199413,,,0.18333333333333335
2023-01-12,150,0.47296554252199413,,,0.18333333333333335
2023-01-25,150,0.4672131147540984,,,0.19
2023-02-08,150,0.4615951372260085,,,0.1966666666666667
2023-02-09,150,0.4559771596979186,,,0.2033333333333333
2023-02-17,150,0.4503591821698287,,,0.21000000000000002
2023-02-21,150,0.4586480014735679,,,0.21666666666666662
2023-02-23,150,0.4586480014735679,,,0.21666666666666662
2023-02-24,150,0.45839442815249265,,,0.21666666666666667
2023-03-09,150,0.45839442815249265,,,0.21666666666666667
2023-03-10,150,0.45839442815249265,,,0.21666666666666667
2023-03-17,150,0.45839442815249265,,,0.21666666666666667
2023-04-06,150,0.4613188432492172,,,0.23000000000000004
2023-04-12,150,0.4613188432492172,,,0.23000000000000004
2023-04-14,150,0.4557008657211273,,,0.23666666666666664
2023-04-21,150,0.4500828881930374,,,0.24333333333333335
2023-04-26,150,0.4444649106649475,,,0.24999999999999994
2023-05-04,150,0.4527537299686867,,,0.25666666666666665
2023-05-11,150,0.4471357524405968,,,0.26333333333333336
2023-05-12,150,0.4471357524405968,,,0.26333333333333336
2023-05-24,150,0.44222222222222224,,,0.27
2023-06-14,150,0.44222222222222224,,,0.27
2023-06-16,150,0.4512944682436208,,,0.2766666666666667
2023-06-20,150,0.45678897373812627,,,0.27
2023-07-27,150,0.45678897373812627,,,0.27
2023-08-02,150,0.465356677221084,,,0.2766666666666667
2023-08-09,150,0.46917166416791606,,,0.29
2023-08-16,150,0.47788605697151426,,,0.2966666666666667
2023-08-17,150,0.47788605697151426,,,0.2966666666666667
2023-08-24,150,0.48249208418699946,,,0.29000000000000004
2023-09-05,150,0.47699757869249393,,,0.29666666666666663
2023-09-15,150,0.4759259259259259,,,0.29666666666666663
2023-09-20,150,0.47467305212746363,,,0.2966666666666667
2023-09-21,150,0.4829618714312028,,,0.3033333333333333
2023-09-27,150,0.47734389390311294,,,0.31
2023-09-29,150,0.4816666666666667,,,0.32333333333333336
2023-10-02,150,0.4761111111111111,,,0.32999999999999996
2023-10-04,150,0.47055555555555556,,,0.33666666666666667
2023-10-05,150,0.4789814814814815,,,0.34333333333333327
2023-10-12,150,0.47522816166883963,,,0.35
2023-10-13,150,0.46973365617433416,,,0.3566666666666667
2023-10-18,150,0.46973365617433416,,,0.3566666666666667
2023-10-19,150,0.4678703703703704,,,0.3566666666666667
2023-10-20,150,0.4762962962962963,,,0.3633333333333333
2023-10-25,150,0.4847222222222222,,,0.37
2023-10-26,150,0.4847222222222222,,,0.37
2023-10-27,150,0.4791666666666667,,,0.3766666666666666
2023-11-09,150,0.4824092834776202,,,0.36999999999999994
2023-11-30,150,0.4824092834776202,,,0.36999999999999994
2023-12-04,150,0.4824092834776202,,,0.36999999999999994
2023-12-20,150,0.4774560117302053,,,0.3566666666666667
2023-12-29,150,0.4727239554825762,,,0.3433333333333333
2024-01-11,150,0.4774560117302053,,,0.3566666666666667
2024-01-16,150,0.4797384417019709,,,0.35666666666666663
2024-01-31,150,0.4749816715542522,,,0.3433333333333334
2024-02-05,150,0.4749816715542522,,,0.3433333333333334
2024-02-16,150,0.4853564192300608,,,0.35000000000000003
2024-02-20,150,0.4853564192300608,,,0.35000000000000003
2024-03-08,150,0.4797384417019709,,,0.35666666666666663
2024-03-11,150,0.49027777777777776,,,0.3633333333333333
2024-03-13,150,0.4847222222222222,,,0.37
2024-03-14,150,0.4954367666232073,,,0.3766666666666667
2024-03-15,150,0.4954367666232073,,,0.3766666666666667
2024-03-22,150,0.4954367666232073,,,0.3766666666666667
2024-04-01,150,0.4954367666232073,,,0.3766666666666667
2024-04-04,150,0.504004470106165,,,0.3833333333333333
2024-04-11,150,0.49850996461165953,,,0.39
2024-04-12,150,0.5041229385307346,,,0.4033333333333334
2024-04-15,150,0.5041229385307346,,,0.4033333333333334
2024-04-17,150,0.5099981135634786,,,0.41666666666666663
2024-04-19,150,0.5128373313343328,,,0.41
2024-04-24,150,0.5128373313343328,,,0.41
2024-04-25,150,0.5188643652141105,,,0.42333333333333334
2024-05-22,150,0.5188643652141105,,,0.42333333333333334
2024-05-23,150,0.5074025487256372,,,0.4166666666666667
2024-05-31,150,0.5046217694774571,,,0.42333333333333334
2024-06-03,150,0.5046217694774571,,,0.42333333333333334
2024-06-20,150,0.5161474164133738,,,0.43
2024-06-28,150,0.513488021128089,,,0.43000000000000005
2024-07-11,150,0.5019677661169415,,,0.4233333333333334
2024-07-18,150,0.49059415161110076,,,0.41666666666666674
2024-07-19,150,0.4965329835082459,,,0.43
2024-07-24,150,0.493667349599553,,,0.43000000000000005
2024-07-25,150,0.493667349599553,,,0.43000000000000005
2024-08-01,150,0.4962037037037037,,,0.42333333333333334
2024-08-02,150,0.5046296296296297,,,0.42999999999999994
2024-08-22,150,0.5046296296296297,,,0.42999999999999994
2024-08-26,150,0.5022350530825107,,,0.43666666666666665
2024-08-28,150,0.4962037037037037,,,0.42333333333333334
2024-09-03,150,0.4941057284951188,,,0.42
2024-09-05,150,0.5,,,0.43333333333333335
2024-09-06,150,0.5023024498065942,,,0.4266666666666667
2024-09-11,150,0.5,,,0.43333333333333335
2024-10-07,150,0.5023024498065942,,,0.4266666666666667
2024-10-21,150,0.5079204273346841,,,0.42
2024-10-23,150,0.5079204273346841,,,0.42
2024-10-31,150,0.5102639296187683,,,0.41333333333333333
2024-11-04,150,0.5079204273346841,,,0.42
2024-11-14,150,0.5021994134897361,,,0.4066666666666666
2024-11-15,150,0.4967159277504105,,,0.39333333333333337
2024-11-20,150,0.4941348973607038,,,0.4
2024-11-21,150,0.4971449622398232,,,0.39999999999999997
2024-11-27,150,0.48894824092834777,,,0.39333333333333337
2024-12-09,150,0.48075151961687235,,,0.38666666666666666
2024-12-23,150,0.48075151961687235,,,0.38666666666666666
2024-12-30,150,0.48333333333333334,,,0.3866666666666666
2025-01-08,150,0.48636949714496225,,,0.37999999999999995
2025-01-10,150,0.48636949714496225,,,0.37999999999999995
2025-01-29,150,0.48636949714496225,,,0.37999999999999995
2025-01-31,150,0.48636949714496225,,,0.37999999999999995
2025-02-07,150,0.48936950146627567,,,0.3733333333333333
2025-02-20,150,0.49198747467305215,,,0.37333333333333335
2025-02-21,150,0.4869868035190616,,,0.36
2025-02-24,150,0.4869868035190616,,,0.36
2025-02-27,150,0.4869868035190616,,,0.36
2025-03-03,150,0.49014778325123154,,,0.35333333333333333
2025-03-06,150,0.49014778325123154,,,0.35333333333333333
2025-03-07,150,0.49014778325123154,,,0.35333333333333333
2025-03-10,150,0.49327761627906974,,,0.3466666666666666
2025-03-13,150,0.49327761627906974,,,0.3466666666666666
2025-03-26,150,0.49638009049773757,,,0.33999999999999997
2025-03-28,150,0.49945887445887444,,,0.3333333333333333
2025-04-03,150,0.49638009049773757,,,0.33999999999999997
2025-04-04,150,0.49945887445887444,,,0.3333333333333333
2025-04-10,150,0.49945887445887444,,,0.3333333333333333
2025-04-21,150,0.5070346320346321,,,0.34
