# roll: mapping=OpenInterest normalization=BackwardsRatio depth=0
# source: QuantConnect native continuous futures
# markets: CL,NG,GC,HG,ZC,ZS,ZW
# vol_windows_days: 20,60,120
# rows: 207  span: 2009-06-30 .. 2026-08-31
time,CL_close,CL_v20,CL_v60,CL_v120,NG_close,NG_v20,NG_v60,NG_v120,GC_close,GC_v20,GC_v60,GC_v120,HG_close,HG_v20,HG_v60,HG_v120,ZC_close,ZC_v20,ZC_v60,ZC_v120,ZS_close,ZS_v20,ZS_v60,ZS_v120,ZW_close,ZW_v20,ZW_v60,ZW_v120
2011-05-31,180.775427,0.451126,0.335629,0.313883,365.795361,0.413541,0.360061,0.366757,,,,,4.772395,0.419939,,,9.327578,0.353416,0.398632,0.338378,10.371057,0.172262,0.231109,0.232904,36.839476,0.491368,0.473395,0.398443
2011-06-30,166.792700,0.290947,0.345764,0.329864,340.151377,0.324068,0.348335,0.346678,,,,,4.894794,0.196236,0.270782,,8.217957,0.431498,0.371096,0.373964,9.846795,0.140410,0.181834,0.229887,27.841339,0.455314,0.457726,0.432614
2011-07-31,167.468302,0.229940,0.335534,0.319371,320.824595,0.238933,0.334807,0.329144,,,,,5.129199,0.166559,0.279076,,8.856985,0.347200,0.381142,0.383127,10.205376,0.125013,0.144544,0.217885,30.636602,0.420612,0.465924,0.453487
2011-08-31,154.499117,0.492886,0.351594,0.344456,311.348562,0.308820,0.280323,0.327230,,,,,4.842543,0.266379,0.214658,,10.191327,0.231843,0.358450,0.375818,10.968096,0.183769,0.154366,0.193681,33.862071,0.296194,0.421900,0.442931
2011-09-30,136.480373,0.422864,0.388921,0.362549,272.243778,0.286542,0.272329,0.311522,,,,,3.706025,0.479340,0.338787,0.308381,7.847123,0.360514,0.344249,0.362770,8.864496,0.227777,0.203258,0.190610,26.018073,0.394989,0.403594,0.433063
2011-10-31,159.729574,0.324839,0.409810,0.352241,273.149393,0.337897,0.303089,0.299376,,,,,4.249314,0.600268,0.474991,0.380925,8.605347,0.316688,0.332736,0.351351,9.139901,0.246439,0.234886,0.195612,27.014646,0.460314,0.401848,0.433101
2011-11-30,173.558974,0.234257,0.348765,0.348978,245.204931,0.291863,0.300048,0.288585,,,,,4.192733,0.080121,0.463938,0.360010,7.906046,0.240148,0.314849,0.339983,8.509539,0.204930,0.233916,0.202575,25.209238,0.308589,0.392868,0.411119
2011-12-31,170.625697,0.315850,0.293822,0.350834,206.026181,0.237158,0.300710,0.286957,,,,,3.849786,0.290346,0.396570,0.369928,8.433767,0.201948,0.249153,0.295365,9.017210,0.175787,0.210436,0.208111,26.733660,0.274095,0.339448,0.368272
2012-01-31,169.327455,0.229774,0.260961,0.324611,175.696426,0.714202,0.463416,0.393018,,,,,4.458893,0.561619,0.367530,0.426976,8.339299,0.326370,0.259840,0.296596,8.929809,0.262967,0.217545,0.224751,27.265673,0.347826,0.308135,0.352371
2012-02-29,183.368252,0.182562,0.246958,0.295100,172.868117,0.487026,0.512480,0.420183,,,,,4.474481,0.012410,0.367553,0.417228,8.523251,0.146024,0.234524,0.279405,9.741752,0.096503,0.190392,0.217864,27.025407,0.246710,0.288590,0.345562
2012-03-31,175.922564,0.178513,0.188532,0.249859,136.339437,0.289920,0.514327,0.423541,,,,,4.513741,0.021427,0.324143,0.360973,8.345076,0.338526,0.276997,0.263909,10.352803,0.176192,0.189487,0.200348,26.641207,0.405310,0.334298,0.334951
2012-04-30,178.386147,0.176169,0.186453,0.225515,140.356089,0.402346,0.364800,0.434817,,,,,4.513741,0.000000,0.014344,0.259129,8.336647,0.251093,0.253681,0.254582,11.084721,0.166523,0.147088,0.185433,26.196152,0.237867,0.299154,0.302755
2012-05-31,146.672276,0.215224,0.199522,0.230623,140.008243,0.457093,0.392501,0.458048,,,,,4.016063,0.297075,0.174755,0.287611,7.311003,0.334641,0.309576,0.275467,9.885626,0.244704,0.205559,0.198296,25.796211,0.383345,0.357504,0.321445
2012-06-30,143.629775,0.453391,0.316173,0.262430,158.743134,0.708408,0.545546,0.529321,,,,,4.053014,0.211961,0.228188,0.281448,9.556976,0.400972,0.356015,0.316833,11.023508,0.232037,0.225811,0.200979,29.046128,0.319984,0.349431,0.337674
2012-07-31,148.213509,0.324264,0.347299,0.285229,181.188257,0.485608,0.555885,0.472904,,,,,3.966411,0.200297,0.254474,0.180344,12.109508,0.449099,0.415233,0.350359,12.783297,0.338844,0.284308,0.226595,33.996322,0.421781,0.389260,0.357170
2012-08-31,161.810310,0.132282,0.336656,0.286452,153.379025,0.335262,0.532738,0.480512,,,,,3.972762,0.162796,0.203064,0.197565,12.019418,0.222330,0.379828,0.353831,13.674838,0.256427,0.272651,0.247570,33.331929,0.277370,0.344013,0.361148
2012-09-30,153.951041,0.244971,0.241828,0.290978,171.542331,0.364234,0.430429,0.485567,,,,,4.331298,0.204414,0.198556,0.215930,11.355009,0.316780,0.337566,0.353060,12.522453,0.247687,0.282652,0.260949,33.855957,0.366867,0.350356,0.352613
2012-10-31,143.309194,0.288633,0.228142,0.301222,174.208802,0.316096,0.352378,0.474682,,,,,4.068025,0.137051,0.175916,0.215424,11.298704,0.271093,0.267849,0.353550,12.074631,0.197999,0.242467,0.264044,32.359341,0.214858,0.290590,0.347163
2012-11-30,147.248944,0.280693,0.266897,0.303944,163.215264,0.376191,0.365306,0.455022,2307.546705,0.154073,,,4.191578,0.162712,0.175792,0.189623,11.287079,0.177387,0.258863,0.332724,11.157177,0.212189,0.222938,0.255886,31.935861,0.192062,0.275728,0.323377
2012-12-31,150.927857,0.158314,0.248624,0.238841,150.936784,0.314590,0.330167,0.378957,2256.157278,0.108809,,,4.162711,0.135694,0.147750,0.171739,10.441016,0.158976,,,11.015282,0.191851,0.196074,0.244207,28.640088,0.171983,,
2013-01-31,159.491074,0.096526,0.185150,0.210299,148.927271,0.352140,0.346476,0.351077,2239.326312,0.103569,0.113019,,4.288913,0.123550,0.147814,0.165231,11.058717,0.133842,,,11.405978,0.194971,0.199906,0.220606,28.594057,0.178341,,
2013-02-28,149.413758,0.157909,0.145760,0.214494,151.391515,0.327737,0.337189,0.350462,2123.312863,0.143508,0.119501,,4.054722,0.135228,0.147735,0.162016,10.576517,0.120915,0.145887,,11.445815,0.176880,0.189144,0.208133,26.072042,0.164226,0.180289,
2013-03-31,157.269082,0.140140,0.140796,0.201307,171.973572,0.248624,0.320927,0.326919,2145.230411,0.064731,0.109719,,3.889444,0.143912,0.150588,0.148560,10.452486,0.256840,0.182818,,11.047136,0.176311,0.184973,0.190142,25.016052,0.305605,0.229169,
2013-04-30,150.181405,0.285586,0.205477,0.195628,184.460540,0.358402,0.313033,0.332342,1990.645992,0.419908,0.256728,0.198036,3.643855,0.278408,0.192391,0.174514,10.015548,0.312912,0.294162,,11.245451,0.186253,0.178192,0.187505,26.395160,0.287234,0.269290,
2013-05-31,147.632578,0.182931,0.224874,0.187760,167.454731,0.293947,0.329464,0.328977,1870.470805,0.204235,0.270984,0.208305,3.740595,0.280638,0.255061,0.207623,10.246943,0.276553,0.327077,0.253344,12.157571,0.156069,0.177959,0.181176,25.554493,0.245450,0.284987,0.240881
2013-06-30,154.780483,0.186522,0.230250,0.193260,148.654364,0.313431,0.346064,0.327764,1663.448558,0.283057,0.311445,0.233695,3.484710,0.196371,0.265122,0.210057,9.699027,0.292427,0.292911,0.271468,12.382900,0.145883,0.163731,0.174217,23.462369,0.184230,0.235355,0.239305
