date,short_ret,traded,y,gex_prev,gex_prev_sign,gex_prev_absmag,rvol_prev,ret_prev,absret_prev,range_prev,mom5_prev,vol5_prev,vol20_prev,dow,month
2007-01-03,0.0,0,0,,,,,,,,,,,2,1
2007-01-04,0.0,0,0,,,,0.00031360292962092495,,,0.01619061085972865,,,,3,1
2007-01-05,0.0,0,0,,,,0.0003320386419958187,0.0011312217194570096,0.0011312217194570096,0.010169491525423712,,,,4,1
2007-01-08,0.0,0,0,,,,0.0006343716506899675,-0.005790960451977356,0.005790960451977356,0.031254439551072634,,,,0,1
2007-01-09,0.0,0,0,,,,0.0002879709291282283,0.002273050149168787,0.002273050149168787,0.008221119773210465,,,,1,1
2007-01-10,0.0,0,0,,,,0.0002942271507041661,-0.00028348688873136574,0.00028348688873136574,0.008507018290089242,,0.00037244226042782114,,2,1
2007-01-11,0.0,0,0,,,,0.0002672956832800138,0.0024812136679426278,0.0024812136679426278,0.008698111873276217,-0.0002121040723982448,0.00036318081115963886,,3,1
2007-01-12,0.0,0,0,,,,0.00020621330607766778,0.006152323032317497,0.006152323032317497,0.007871802080404867,0.0048022598870056665,0.00033801574397600867,,4,1
2007-01-16,0.0,0,0,,,,0.00021613766141292875,0.005060444194545877,0.005060444194545877,0.006433566433566346,0.015769285409859446,0.00025436894612060096,,1,1
2007-01-17,0.0,0,0,,,,0.0002029922561835867,6.993006993005757e-05,6.993006993005757e-05,0.0049646877840711,0.013536498936924213,0.0002373732115316726,,2,1
2007-01-18,0.0,0,0,,,,0.00023939715234498588,6.992518005755066e-05,6.992518005755066e-05,0.005104181233394058,0.013894796540479204,0.00022640721185983656,,3,1
2007-01-19,0.0,0,0,,,,0.0002535028698812012,-0.0037057754160257916,0.0037057754160257916,0.006667134535756815,0.007637366522876832,0.00022364864918007405,,4,1
2007-01-22,0.0,0,0,,,,0.00022823852078664866,0.0031581163590426176,0.0031581163590426176,0.004477403106198309,0.004638740511667017,0.00022805369212187027,,0,1
2007-01-23,0.0,0,0,,,,0.00022606570770878585,-0.005037078494473213,0.005037078494473213,0.02826606665729139,-0.00545454545454549,0.00023003930138104168,,1,1
2007-01-24,0.0,0,0,,,,0.0002349285229924401,0.0038672479257488845,0.0038672479257488845,0.0071443580584157045,-0.0016782043213759978,0.00023642655474281237,,2,1
2007-01-25,0.0275498,1,1,,,,0.00021328854842524872,0.007844785319044423,0.007844785319044423,0.00743623601362147,0.006083065305551472,0.0002312048339588649,,3,1
2007-01-26,-0.0037080246621624814,1,0,,,,0.0002414112262160399,-0.011050107721175761,0.011050107721175761,0.06690091356289515,-0.001333426907151325,0.0002287865052258326,,4,1
2007-01-29,0.0,0,0,,,,0.0003159445148100113,-0.0009838369641603784,0.0009838369641603784,0.008230163196398337,-0.005456835035679286,0.0002463277040305052,,0,1
2007-01-30,0.0,0,0,,,,0.00025070094380587153,-0.0011958356781091029,0.0011958356781091029,0.007465314458764717,-0.0016172127689494387,0.0002512547512499223,,1,1
2007-01-31,0.0,0,0,,,,0.0002232250365426913,0.005493344601732453,0.005493344601732453,0.005393289906843245,0.0,0.00024891405395997254,,2,1
2007-02-01,0.0,0,0,,,,0.00025346435978033927,0.007144358058415401,0.007144358058415401,0.01203143473120516,-0.0006949753283758131,0.00025694921623099066,0.0002717508806193783,3,2
2007-02-02,0.0,0,0,,,,0.00022904913504521302,0.0050073023158772045,0.0050073023158772045,0.005189952252439278,0.015530569219957657,0.0002544767979968253,0.0002675231908905927,4,2
2007-02-05,-0.0005070429920449417,1,0,,,,0.0001929699096995694,0.0018683828108783107,0.0018683828108783107,0.003937007874015701,0.01842993809791782,0.0002298818769747369,0.0002605697542757803,0,2
2007-02-06,-0.006611907927493051,1,0,,,,0.00018018556441752714,0.00048349219505450236,0.00048349219505450236,0.00414221608560576,0.020142263539685734,0.00021577880109706804,0.00023786044996215822,1,2
2007-02-07,0.0,0,0,,,,0.00017828810758887525,-0.0004142216085606387,0.0004142216085606387,0.004834588024034731,0.014148630664705397,0.00020679141530630481,0.00023237630888519058,2,2
2007-02-08,0.0008539481970237275,1,1,,,,0.00016647225287250736,0.0018647696664135793,0.0018647696664135793,0.010064800772094361,0.008832324918283785,0.00018939299392473842,0.00022598856399360764,3,2
2007-02-09,0.013470459876513163,1,1,,,,0.00022730082865389655,-0.0012408658486143809,0.0012408658486143809,0.0058669243511871505,0.0025603764445367716,0.00018904333264647516,0.0002239888212623018,4,2
2007-02-12,-0.002104658936592907,1,0,,,,0.0002457754247755872,-0.0062810601877415495,0.0062810601877415495,0.018892824894075344,-0.005594695399917082,0.0001996044356616787,0.00022596692719719776,0,2
2007-02-13,0.0,0,0,,,,0.00020260528501390277,-0.003820240327846114,0.003820240327846114,0.005926649002928423,-0.009872281670693872,0.00020408837978095384,0.0002252903083772465,1,2
2007-02-14,0.0,0,0,,,,0.0001703288604227813,0.0078092316273881135,0.0078092316273881135,0.005465615054656293,-0.0017266385800124295,0.000202496530347735,0.00022365713858920618,2,2
2007-02-15,0.0,0,0,,,,0.00018947797242465926,0.0076795350767955295,0.0076795350767955295,0.009749399244764955,0.004067282503791514,0.0002070976742581654,0.00022116117959318987,3,2
2007-02-16,0.0,0,0,,,,0.00016849995962645533,0.0011671815997251755,0.0011671815997251755,0.0035660403236866126,0.006488128106018731,0.00019533750045267715,0.00021691103408045257,4,2
2007-02-20,-0.0051656938313918545,1,0,,,,0.00013340534029969032,-0.000891510080921698,0.000891510080921698,0.003500583430571895,0.011946933388900405,0.0001728634835574978,0.00021216937505610462,1,2
2007-02-21,0.0,0,0,,,,0.00017796201979079757,0.0028828334134121114,0.0028828334134121114,0.014646499212921677,0.018756100962209032,0.00016793483051287674,0.0002097641906602052,2,2
2007-02-22,-0.00953008102186734,1,0,,,,0.00024302485205432027,-0.0012319485319280954,0.0012319485319280954,0.004933872404577529,0.009616715096167239,0.00018247402883918455,0.00021016900711329925,3,2
2007-02-23,0.0006037161131613277,1,1,,,,0.00022687949872558924,-0.0006167340505721652,0.0006167340505721652,0.008571036752605595,0.0013044970820459412,0.00018995433409937056,0.00021084855462831625,4,2
2007-02-26,-0.007925849432598964,1,0,,,,0.0002261799653740795,-0.003222709818979652,0.003222709818979652,0.007154158354543524,-0.0030859964339595702,0.0002014903352488954,0.0002100869915862182,0,2
2007-02-27,0.09730413419430914,1,1,,,,0.00019356647592325656,-0.0011694297310312907,0.0011694297310312907,0.008264462809917278,-0.0033633056489807966,0.00021352256237360863,0.0002039680896418805,1,2
2007-02-28,0.0,0,0,,,,0.0007522540755022934,-0.03526170798898054,0.03526170798898054,0.037121644774414535,-0.041270275819587976,0.00032838097351590783,0.0002290457462267016,2,2
2007-03-01,-0.021317818611641923,1,0,,,,0.0007711348322372337,0.006567675613934787,0.006567675613934787,0.015460992907801265,-0.03378332077023238,0.00043400296955249044,0.0002564412360114287,3,3
2007-03-02,-0.0025707340961008125,1,0,,,,0.0009218529082519739,-0.002765957446808409,0.002765957446808409,0.022757983073750005,-0.03586121777290174,0.0005729976514577674,0.00028986066343501045,4,3
2007-03-05,0.0,0,0,,,,0.00045776052984738356,-0.011876822416613475,0.011876822416613475,0.012667338419461573,-0.04423195982664929,0.0006193137643524282,0.00030129623317511897,0,3
2007-03-06,0.0,0,0,,,,0.0004918612519444965,-0.009644450842090091,0.009644450842090091,0.018241279069767375,-0.052341597796143224,0.0006789727195566761,0.0003162408002873653,1,3
2007-03-07,0.0,0,0,,,,0.0003326211060484795,0.016133720930232576,0.016133720930232576,0.016020597911600695,-0.001856082238720913,0.0005950461256659134,0.00032386257736891294,2,3
2007-03-08,0.0,0,0,,,,0.00032655864206713385,-0.002145615791732114,0.002145615791732114,0.0075974770642201995,-0.01049645390070919,0.0005061308876318935,0.00033127610409282586,3,3
2007-03-09,0.0,0,0,,,,0.0002937569417159327,0.007454128440366858,0.007454128440366858,0.008252703471826953,-0.00035559348552738346,0.0003805116943246852,0.0003376403385349972,4,3
2007-03-12,0.0,0,0,,,,0.00034684139803991247,0.0009960159362549792,0.0009960159362549792,0.009523809523809346,0.012667338419461549,0.000358327867963191,0.00034361736700429794,0,3
2007-03-13,0.017186508286300164,1,1,,,,0.00026621239097978115,0.0018479033404408263,0.0018479033404408263,0.008654937570942102,0.024418604651162967,0.00031319809577024795,0.00034463921531450764,1,3
2007-03-14,-0.007712026487135926,1,0,,,,0.0004137090204406673,-0.01943813847900122,0.01943813847900122,0.019244682390392103,-0.011443284222571792,0.00032941567864868554,0.0003551944020858459,2,3
2007-03-15,0.0,0,0,,,,0.0005947677664106025,0.006728403993633281,0.006728403993633281,0.019690980955803156,-0.0026519495412844485,0.0003830575035173792,0.0003764163473852369,3,3
2007-03-16,-0.0008652855791205624,1,0,,,,0.0003419721774187638,0.003162055335968361,0.003162055335968361,0.008524965971774465,-0.0069009675583380226,0.00039270055065794546,0.0003840410576349422,4,3
2007-03-19,0.0,0,0,,,,0.0002928760256703893,-0.007808582276667364,0.007808582276667364,0.02079422382671477,-0.015636105188343907,0.0003819074761840408,0.00039025986093713886,0,3
2007-03-20,0.0,0,0,,,,0.00023925350204574103,0.011191335740072361,0.011191335740072361,0.010282042127811681,-0.006455732122587987,0.00037651569839723274,0.0003955522690244414,1,3
2007-03-21,0.0,0,0,,,,0.0002465326123932916,0.006354873259549976,0.006354873259549976,0.0076628352490420324,0.01967877297062648,0.00034308041678775763,0.0003989807986545661,2,3
